Categoria       Venitul        Ianuarie       Februarie      Martie         Aprilie        Mai            Iunie          Iulie          August         Septembrie     Octombrie      Noiembrie      Decembrie      
lead            2071624.82     121812.24      66096.49       131448.04      179821.20      268617.91      127738.50      82068.95       148991.74      430592.34      196416.41      144647.94      173373.06      
sister          2071123.02     158776.93      148203.85      197457.06      154940.42      50727.87       444708.66      119724.39      67474.22       45392.55       181356.85      104980.77      397379.45      
teach           2070264.64     75258.40       257824.48      113964.23      141561.57      185287.96      261566.30      170966.97      132870.98      204333.55      317677.52      84454.49       124498.19      
available       2068726.04     196557.07      177502.68      97108.73       49536.80       302916.08      254262.01      193412.96      27035.13       161689.14      76698.77       306202.58      225804.09      
evening         2068597.74     112372.91      107158.34      271161.22      228273.03      354189.14      239217.59      130026.34      99539.88       140453.52      172594.58      150759.32      62851.87       
describe        2066665.84     110030.06      242657.16      294258.54      115479.03      208401.25      124507.26      138018.45      215839.46      236970.31      197246.29      72395.84       110862.19      
cover           2066272.65     150771.30      51755.39       198985.57      181947.36      162646.56      255892.37      259456.46      117506.99      119228.94      120818.05      327429.43      119834.23      
national        2065610.07     180966.69      53036.47       150753.48      201937.84      141093.13      424117.00      173831.99      88504.18       162174.95      142568.56      165503.24      181122.54      
child           2064433.43     89800.07       176392.51      221980.52      141271.31      55095.45       188021.24      294378.40      52097.14       227278.27      195178.75      163607.14      259332.63      
west            2063568.78     98960.19       38204.06       176174.24      229008.62      293776.23      148507.00      163563.97      134515.34      268834.64      294417.20      53786.97       163820.32      
could           2063535.81     254434.38      47607.25       61224.39       275524.64      121813.18      221737.90      166825.75      111755.75      215965.93      112980.40      128223.96      345442.28      
public          2063240.13     286938.87      146616.37      121954.89      202254.12      234243.80      139296.20      185520.99      40107.64       81306.12       285063.80      174985.21      164952.12      
firm            2062433.82     181753.79      295389.82      276355.58      29544.60       224138.59      135237.31      120888.57      95443.59       110425.52      287062.47      174983.22      131210.76      
unit            2060777.75     147168.35      151842.62      150022.76      308947.67      125831.15      107711.72      238735.70      174450.93      255047.97      188324.59      105215.27      107479.02      
